year,month,day,hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2017,0,1,7,0.0,0.0,0.0,0.3605068132918957,0.6504950495049542,0.08461610145799268,0.6527947776417768,0.3467610234077303,0.4723897798048158,0.0776119402985076,0.02003927480634135,0.08088978766430732,0.08749999999999947,0.8286477397489587,0.0868454661558109,0.04586388906754099
2017,0,1,8,0.0,0.0,0.0,0.590963423380349,0.6356435643564282,0.16978569229943774,0.6378348973208254,0.36173108328796966,0.4579226129174636,0.05771144278606943,0.008400203325324873,0.060667340748230325,0.07916666666666661,0.8082892081406071,0.09961685823754785,0.05326905847705682
2017,0,1,9,0.0,0.0,0.0,0.7769543389911546,0.589108910891099,0.09065647794373045,0.5911872705018375,0.4085465432770823,0.29010347702417705,0.06766169154228852,0.014126331064025749,0.05965621840242652,0.07395833333333313,0.8017391654026069,0.07918263090676869,0.04152638325303962
2017,0,1,10,0.0,0.0,0.0,0.831699737030839,0.5297029702970377,0.17330147945453056,0.5298517611859133,0.46978769733260783,0.23711441322151905,0.059701492537313605,0.009540649859019118,0.05257836198179966,0.06666666666666665,0.8178426007148561,0.07790549169859529,0.04079050295623454
2017,0,1,11,0.0,0.0,0.0,0.741573033707865,0.5217821782178333,0.14134311541100822,0.5222358221134265,0.4774088187261847,0.21021529105978076,0.05771144278606943,0.008400203325324873,0.05055611729019205,0.06354166666666661,0.7964983830634075,0.24137931034482696,0.15264804729975306
2017,0,1,12,0.0,0.0,0.0,0.6045900071718862,0.48118811881188606,0.0854011527263588,0.4860601115191088,0.5136091453456726,0.22345642685498412,0.1253731343283584,0.05216293831161778,0.15773508594539898,0.2104166666666667,0.5450843818327027,0.39974457215836523,0.27520128270516775
2017,0,1,13,0.0,0.0,0.0,0.46426010040640686,0.44257425742574696,0.028106529762762022,0.4421324629403003,0.5575666848121941,0.22544259722426552,0.36616915422885565,0.23271951966564283,0.34175935288169845,0.34166666666666634,0.6109317632183865,0.338441890166028,0.22310709002717666
2017,0,1,14,0.0,0.0,0.0,0.3351661486971073,0.5465346534653577,0.8050672517840147,0.5478036175710628,0.4518236254763206,0.22188710705703452,0.36716417910447774,0.2335504164259057,0.3609706774519712,0.36354166666666665,0.8709181469102389,0.324393358876117,0.21106153724197446
2017,0,1,15,0.0,0.0,0.0,0.22376284962945248,0.5965346534653406,0.22865606565061825,0.5985312117503092,0.4010615133369626,0.219999019175126,0.2577114427860696,0.14273177131983336,0.27805864509605627,0.2979166666666666,0.8518754220026821,0.338441890166028,0.22247142107160323
2017,0,1,16,0.0,0.0,0.0,0.13028926607697822,0.6128712871287121,0.3736307491591762,0.6202910376717057,0.3794229722373439,0.21970477171300984,0.23482587064676652,0.12512762139781822,0.2396359959555101,0.24687499999999996,0.8288922908877346,0.25798212005108523,0.15912887926328212
2017,0,1,17,0.0,0.0,0.0,0.07219698780779345,0.6851485148514769,0.3449594343112587,0.6729226166190685,0.3268916712030485,0.21815997253690322,0.18606965174129342,0.08993452750757042,0.19615773508594514,0.2041666666666666,0.8298223333638828,0.2362707535121329,0.14288566783380469
2017,0,1,18,0.0,0.0,0.0,0.14176428400669377,0.7089108910891042,0.2579797072718904,0.7071943424452662,0.2928688078388677,0.21690942082291143,0.1542288557213929,0.06809551945710404,0.1698685540950451,0.18541666666666679,0.7991992002289335,0.20945083014048516,0.12386196560806595
2017,0,1,19,0.0,0.0,0.0,0.25053789146545546,0.7529702970297052,0.34487189262305956,0.7516659866721085,0.24795862819814962,0.21592859594919278,0.1512437810945273,0.06611440090714374,0.158746208291203,0.16458333333333308,0.8151296261313412,0.17113665389527455,0.09780252981287402
2017,0,1,20,0.0,0.0,0.0,0.4272053550083672,0.8232673267326618,0.2868938797064247,0.8278253773969801,0.171611322808928,0.21418763179834155,0.12437810945273631,0.048642760010948305,0.13346814964610676,0.14687499999999987,0.8249944356433051,0.1685823754789273,0.09608921501614598
2017,0,1,21,0.0,0.0,0.0,0.5849868515419555,0.871287128712865,0.2561272121925804,0.8781449748402004,0.12166575939031077,0.19812662449119678,0.11343283582089558,0.04170667280697565,0.1233569261880687,0.13124999999999987,0.8079389809839279,0.14814814814814792,0.08290918010670265
2017,0,1,22,0.0,0.0,0.0,0.6679416686588573,0.7594059405940641,0.04604128014187401,0.763633890928876,0.23625476320087135,0.2158305134618208,0.10547263681592067,0.03676147940896632,0.11223458038422618,0.12187499999999996,0.8224722390036154,0.1340996168582378,0.07407113808674112
2017,0,1,23,0.0,0.0,0.0,0.6165431508486732,0.7698019801980109,0.37424354097656987,0.7988576091391302,0.20073489384866683,0.21546270413417656,0.092537313432836,0.02885655572113152,0.10010111223458007,0.109375,0.8205565104843703,0.12260536398467448,0.06700249930076416
2017,0,2,0,0.0,0.0,0.0,0.5049007889074827,0.7935643564356383,0.1752782272525747,0.8229294165646728,0.17651061513337019,0.33899759697905907,0.08756218905472646,0.025858810546849575,0.0819009100101109,0.1010416666666667,0.8175559662061187,0.11494252873563227,0.0623972646790919
2017,0,2,1,0.0,0.0,0.0,0.3741333970834329,0.6985148514851574,0.07195079592338126,0.7020263837889331,0.2977681001633101,0.3678093276445491,0.07661691542288551,0.01935935144434839,0.07785642062689568,0.09895833333333304,0.7906478594527665,0.12899106002554284,0.07127419468221788
2017,0,2,2,0.0,0.0,0.0,0.2548410231890988,0.7123762376237579,0.304139592281647,0.715898272813817,0.28415895481763753,0.367367956451375,0.11940298507462699,0.045630895022439666,0.1011122345803841,0.09999999999999987,0.7990519084340685,0.0868454661558109,0.04586388906754099
2017,0,2,3,0.0,0.0,0.0,0.15323930193640928,0.6881188118811821,0.07195079592338126,0.6915544675642593,0.30797495917256423,0.3678093276445491,0.06368159203980084,0.011868246927311199,0.0819009100101109,0.09583333333333321,0.8494953736348623,0.09961685823754785,0.053368521972458394
2017,0,2,4,0.0,0.0,0.0,0.06574229022232848,0.6559405940594019,0.18843771973669712,0.6582347341221322,0.34131736526946144,0.37099700848413475,0.05671641791044779,0.007838669174924984,0.06875631951466121,0.08749999999999947,0.7915591982089317,0.1008939974457217,0.05423527528952851
2017,0,2,5,0.0,0.0,0.0,0.0035859431030361016,0.6584158415841443,0.1012885571717822,0.65605875152999,0.3436309199782257,0.3682997400814081,0.06368159203980084,0.011828059763742932,0.06774519716885719,0.08229166666666643,0.812319859796915,0.07151979565772648,0.03720832143012054
2017,0,2,6,0.0,0.0,0.0,0.06263447286636382,0.5990099009900973,0.07447820917945197,0.5998912008703954,0.3997005988023954,0.3843607473885533,0.044776119402985204,0.001998062327032285,0.060667340748230325,0.0729166666666663,0.8129777631473124,0.07790549169859529,0.04079050295623454
2017,0,2,7,0.0,0.0,0.0,0.1690174515897681,0.601485148514854,0.24671789267389022,0.6024751801985637,0.3972509526401744,0.3719287921141674,0.05671641791044779,0.007833238477145482,0.053589484327603465,0.06874999999999987,0.7967387258651873,0.07024265644955308,0.036521051112271136
2017,0,2,8,0.0,0.0,0.0,0.3554864929476452,0.5400990099009988,0.05291753855364187,0.5403236774105835,0.4593086554164403,0.3733264675592174,0.04676616915422849,0.002226586089593502,0.046511627906976605,0.05729166666666674,0.8095475009024544,0.05874840357598976,0.030180066318968246
2017,0,2,9,0.0,0.0,0.0,0.5486492947645231,0.5811881188118804,0.6210037925318468,0.583163334693328,0.41657593903102885,0.37219851895444034,0.03681592039801007,0.001113293044796737,0.03943377148634952,0.0499999999999996,0.7956174378522144,0.06002554278416361,0.030877058632608784
2017,0,2,10,0.0,0.0,0.0,0.6980635907243605,0.6282178217821865,0.21740272282889553,0.6308989528083835,0.36894393032117634,0.3711686528370355,0.0388059701492538,0.0,0.034378159757330495,0.04583333333333317,0.7916026843578919,0.05363984674329503,0.027413036747648417
2017,0,2,11,0.0,0.0,0.0,0.7401386564666506,0.6193069306930568,0.27532708116244065,0.626954984360129,0.3726183995645074,0.3714874209209946,0.03980099502487544,0.0,0.029322548028311246,0.03749999999999987,0.7909700310294714,0.04980842911877392,0.025353469331590384
2017,0,2,12,0.0,0.0,0.0,0.6657901027970357,0.6683168316831711,0.24597520028691078,0.6712906296749637,0.3282525857376162,0.36793193075376385,0.033830845771144036,0.0,0.029322548028311246,0.043749999999999956,0.803321032520158,0.0676883780332056,0.03565429779520091
2017,0,2,13,0.0,0.0,0.0,0.5481711690174516,0.6732673267326703,0.24625759282948853,0.6763225894192892,0.3232172019597175,0.37038399293806035,0.03681592039801007,0.0,0.04752275025278041,0.07395833333333313,0.7640862391120969,0.18263090676883786,0.10541933959230437
2017,0,2,14,0.0,0.0,0.0,0.41979440592875916,0.6955445544554522,0.333234495943431,0.6982184142526897,0.30185084376701177,0.3674415183169042,0.14726368159203962,0.0644526073866179,0.13852376137512623,0.1479166666666667,0.6663363901446359,0.13920817369093186,0.07775427879991684
2017,0,2,15,0.0,0.0,0.0,0.30337078651685395,0.7326732673267173,0.2752028284437064,0.7266421868625095,0.27354382144801326,0.3667058996616148,0.17512437810945225,0.08236304866339669,0.16481294236602606,0.16249999999999964,0.8357977043054093,0.10983397190293731,0.059868797927569634
2017,0,2,16,0.0,0.0,0.0,0.20129093951709298,0.749009900990103,0.3040774659222799,0.7526179790561685,0.24714207947740907,0.3663380903339706,0.09751243781094554,0.031987896060789084,0.11931243680485304,0.1322916666666667,0.8176349894230464,0.16858237547892685,0.09610940685355832
2017,0,2,17,0.0,0.0,0.0,0.11403299067654792,0.7945544554455353,0.4203949542100492,0.7934176526587784,0.20604246053347874,0.36535726546025193,0.1124378109452735,0.04112884656323723,0.11425682507583401,0.11979166666666674,0.7785521637398463,0.12260536398467403,0.06727247164542535
2017,0,2,18,0.0,0.0,0.0,0.0724360506813292,0.824257425742573,0.2749910340367731,0.8185774513803921,0.18086554164398483,0.36486685302339206,0.10845771144278626,0.038623122607777644,0.09908998988877649,0.11354166666666665,0.8158099739457181,0.098339719029374,0.05256309201345524
2017,0,2,19,0.0,0.0,0.0,0.12981114032990676,0.8480198019802003,0.2183656813990856,0.8487692098463242,0.15065323897659288,0.3790397724486292,0.08059701492537319,0.021722791117985196,0.08088978766430732,0.09791666666666665,0.8027627264786693,0.1060025542784162,0.057032218694051784
2017,0,2,20,0.0,0.0,0.0,0.23380349031795356,0.8762376237623641,0.3659101370451009,0.8841289269685895,0.11594991834512802,0.39296748565543593,0.07462686567164178,0.01820152667775976,0.07280080889787621,0.08958333333333313,0.7946308166231182,0.098339719029374,0.05252270833863057
2017,0,2,21,0.0,0.0,0.0,0.3808271575424337,0.8960396039603751,0.3335677191436729,0.8980008159934734,0.10166031573217249,0.3639595900152024,0.06069651741293547,0.01010109786986313,0.06572295247724957,0.08541666666666625,0.8137072082266442,0.0868454661558109,0.04586388906754099
2017,0,2,22,0.0,0.0,0.0,0.50729141764284,0.92475247524753,0.33500227325996773,0.9329525363797089,0.06641262928688119,0.37788730322200914,0.05671641791044779,0.007833238477145482,0.06167846309403413,0.07812499999999956,0.8168587850437573,0.08429118773946365,0.04441157246551314
2017,0,2,23,0.0,0.0,0.0,0.5818790341859909,0.8292079207920722,0.042228980817074574,0.8438732490140097,0.1555525313010344,0.3654798685694667,0.06069651741293547,0.01010109786986313,0.05965621840242652,0.07187499999999947,0.8180983740856219,0.07790549169859529,0.04079050295623454
2017,0,3,0,0.0,0.0,0.0,0.5558211809705952,0.8499999999999943,0.3336044301742079,0.865361077111384,0.13405008165487264,0.36501397675445,0.05273631840795989,0.005576240479986783,0.04550050556117258,0.06562499999999982,0.8239105550702979,0.07151979565772648,0.03720832143012054
2017,0,3,1,0.0,0.0,0.0,0.4678460435094429,0.806435643564356,0.023062998952323662,0.8123215014279914,0.18726183995645096,0.36574959540973895,0.04676616915422849,0.0022200692522581222,0.03842264914054594,0.0625,0.8202507046626504,0.06641123882503219,0.034381464192393824
2017,0,3,2,0.0,0.0,0.0,0.3545302414535022,0.7287128712871294,0.12981302789755927,0.7324901400788804,0.26769188894937423,0.36756412142611916,0.04378109452736312,0.0024975779087903494,0.043478260869564966,0.05729166666666674,0.8232133739079366,0.06002554278416361,0.030877058632608784
2017,0,3,3,0.0,0.0,0.0,0.24360506813291893,0.7509900990099112,0.30408593769855724,0.7550659594723257,0.24455634186173136,0.366902064636359,0.032835820895522394,0.002561618367990126,0.03943377148634952,0.054166666666666696,0.8193702270444568,0.056194125159642505,0.028786081691687115
2017,0,3,4,0.0,0.0,0.0,0.14774085584508723,0.694554455445541,0.03454507973353439,0.6979464164286711,0.3017147523135546,0.38286498945613245,0.026865671641790767,0.002625658827189875,0.03741152679474191,0.0499999999999996,0.8145713200898527,0.04980842911877392,0.025353469331590384
2017,0,3,5,0.0,0.0,0.0,0.06502510160172124,0.6732673267326703,0.18843771973669712,0.6863865089079333,0.31314643440391965,0.37099700848413475,0.02288557213930309,0.002689699286389624,0.029322548028311246,0.048958333333333215,0.8244104119868401,0.042145593869731934,0.021282944478429877
2017,0,3,6,0.0,0.0,0.0,0.014821898159215877,0.6653465346534659,0.15965909572260012,0.668026655786754,0.33151878062057705,0.37121769408072147,0.020895522388059362,0.002753739745589401,0.022244691607684386,0.043749999999999956,0.816758720141849,0.04086845466155831,0.020606144002201676
2017,0,3,7,0.0,0.0,0.0,0.06908917045182882,0.6301980198019805,0.1019973624536523,0.6378348973208254,0.36173108328796966,0.3719778333578536,0.01990049751243772,0.002817780204789122,0.025278058645095802,0.043749999999999956,0.8182732538674616,0.04086845466155831,0.020606144002201676
2017,0,3,8,0.0,0.0,0.0,0.17045182883098253,0.6410891089108901,0.18866363377075931,0.6431388548891626,0.3564235166031575,0.3717326271394239,0.02487562189054704,0.002881820663988899,0.024266936299291997,0.03749999999999987,0.8219634978200814,0.034482758620689724,0.01727075160001615
2017,0,3,9,0.0,0.0,0.0,0.3342098972029644,0.571287128712882,0.057975188991209105,0.5769073847409274,0.4228361458900385,0.3733019469373742,0.026865671641790767,0.00294586112318862,0.025278058645095802,0.03749999999999987,0.8193178566285049,0.04086845466155831,0.020606144002201676
2017,0,3,10,0.0,0.0,0.0,0.5001195314367678,0.5519801980198054,0.2756066497795926,0.5525635794913697,0.4471965160587916,0.37364523564317564,0.032835820895522394,0.003009901582388369,0.026289180990899608,0.03749999999999987,0.8064660630352771,0.04086845466155831,0.020606144002201676
2017,0,3,11,0.0,0.0,0.0,0.6282572316519244,0.645544554455455,0.13060372701677692,0.6477628178974584,0.351796407185629,0.3714874209209946,0.03582089552238821,0.003073942041588118,0.03134479271991886,0.03749999999999987,0.8049543348676618,0.04086845466155831,0.020606144002201676
2017,0,3,12,0.0,0.0,0.0,0.68013387520918,0.629702970297032,0.21422015887404441,0.6473548211614322,0.35220468154599915,0.34598597420430544,0.029850746268656803,0.0031379825007878948,0.02325581395348819,0.03749999999999987,0.7977730415802399,0.04086845466155831,0.020606144002201676
2017,0,3,13,0.0,0.0,0.0,0.6313650490078889,0.6460396039604035,0.21011134737953838,0.6481708146334881,0.3513881328252588,0.3066303761463387,0.02487562189054704,0.003202022959987616,0.018200202224468942,0.03125,0.8043184083882443,0.03065134099616862,0.015311395525189703
2017,0,3,14,0.0,0.0,0.0,0.5343055223523786,0.6737623762376188,0.30698328518540474,0.6566027471780274,0.3429504627109421,0.6475651022509925,0.020895522388059806,0.0032660634191873927,0.017189079878665137,0.03125,0.8028076154066283,0.04469987228607919,0.022955127754503174
2017,0,3,15,0.0,0.0,0.0,0.420033468802295,0.6809405940594075,0.29050003247514233,0.6840745274037836,0.3154599891126839,0.6258153106762785,0.02487562189054704,0.0033301038783871417,0.03336703741152669,0.05312499999999987,0.7762207450439818,0.056194125159642505,0.029154769685919735
2017,0,3,16,0.0,0.0,0.0,0.3098254841023189,0.7009900990098998,0.3656136248753942,0.703930368557053,0.29599891126837274,0.6481045559315384,0.08557213930348251,0.024695555082481446,0.05965621840242652,0.0625,0.7897996457515435,0.019157088122605304,0.009458754058933233
2017,0,3,17,0.0,0.0,0.0,0.21228783169973697,0.7292079207920779,0.36412541617600963,0.732762137902899,0.26728361458900407,0.6329753322544256,0.02686567164179121,0.01010109786986313,0.036400404448938106,0.05624999999999991,0.8338698183681752,0.05747126436781613,0.029712662675164203
2017,0,3,18,0.0,0.0,0.0,0.13076739182404973,0.778217821782178,0.3364678905559461,0.7824017407860744,0.21720195971693035,0.6463635917806874,0.032835820895522394,0.0,0.03336703741152669,0.04583333333333317,0.7755090684986337,0.06257982120051109,0.03248866639644504
2017,0,3,19,0.0,0.0,0.0,0.08080325125508007,0.824257425742573,0.27654701694637646,0.8185774513803921,0.18086554164398483,0.6309401206414591,0.044776119402985204,0.001998062327032285,0.03842264914054594,0.0499999999999996,0.8045260196800541,0.02937420178799499,0.014644317044752608
2017,0,3,20,0.0,0.0,0.0,0.11427205355008367,0.8653465346534688,0.3656616316076325,0.8671290629674964,0.13268916712030543,0.6448433132264235,0.032835820895522394,0.002449397745490245,0.03033367037411505,0.046874999999999556,0.8082798562806156,0.04086845466155831,0.020606144002201676
2017,0,3,21,0.0,0.0,0.0,0.1912502988285919,0.898514851485146,0.36413388795228696,0.900312797497623,0.09921066956995106,0.6293708008435093,0.02985074626865636,0.002900733163948205,0.029322548028311246,0.043749999999999956,0.8194090372634213,0.04086845466155831,0.020606144002201676
2017,0,3,22,0.0,0.0,0.0,0.3217786277791059,0.925742574257427,0.38418375847530617,0.928192574459402,0.07117583015786644,0.8032220097101661,0.03184079601990053,0.0033520685824061924,0.03033367037411505,0.043749999999999956,0.8216796688693414,0.04086845466155831,0.020606144002201676
2017,0,3,23,0.0,0.0,0.0,0.45230695672961985,0.896534653465352,0.16957107396707866,0.8989528083775333,0.10043549265106155,0.8048158501299587,0.03184079601990053,0.00380340400086418,0.025278058645095802,0.043749999999999956,0.8142982457781028,0.04086845466155831,0.020606144002201676
2017,0,4,0,0.0,0.0,0.0,0.5462586660291656,0.8663366336633658,0.26309666014339894,0.8669930640554853,0.13241698421339176,0.5141483988033932,0.021890547263681448,0.004254739419322168,0.02325581395348819,0.042708333333333126,0.822231428608836,0.04086845466155831,0.020606144002201676
2017,0,4,1,0.0,0.0,0.0,0.5763805880946689,0.8762376237623641,0.17025163999469098,0.8837209302325597,0.11622210125204191,0.468834289637585,0.02288557213930309,0.004706074837780128,0.022244691607684386,0.03749999999999987,0.8130806336072182,0.04086845466155831,0.020606144002201676
2017,0,4,2,0.0,0.0,0.0,0.5142242409753764,0.763861386138629,0.02175552148018875,0.7682578539371718,0.23135547087642938,0.4715805992839974,0.02487562189054704,0.005157410256238115,0.018200202224468942,0.03749999999999987,0.8085454491043723,0.0370370370370372,0.018604908560890338
2017,0,4,3,0.0,0.0,0.0,0.4159693999521874,0.7564356435643447,0.374291547708808,0.760641914864685,0.2391126837234625,0.47162964052768364,0.02288557213930309,0.005608745674696075,0.019211324570272748,0.03749999999999987,0.8079777912028924,0.033205619412516096,0.016603673119579054
2017,0,4,4,0.0,0.0,0.0,0.30528328950513983,0.7485148514851545,0.10630384872796278,0.7526179790561685,0.2472781709308658,0.4717277230150556,0.020895522388059362,0.006060081093154063,0.019211324570272748,0.03749999999999987,0.8023086936760853,0.033205619412516096,0.016603673119579054
